,id,url,subtype,transaction,owner,sell-type,provider,title,location,features,description,price,price2,m2,rooms,amueblado,parking,distrito,temporalidad,cambio_precio,baños
2220,id41746000000047,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_amueblado_con_ascensor_y_calefaccion_baix_guinardo-barcelona-i41746000000047.htm?pag=8&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,41746-1,Alquiler Piso Carrer de sardenya. Piso con 2 habitaciones amueblado con ascensor y calefacción,Barcelona - Baix Guinardó,"80m2 - 2 habitaciones - 2 baños - 16,25€/m2","AMUEBLADO LISTO PARA ENTRAR A VIVIR. DISPONIBLE PARA ABRIL Pieza espectacular, en fantástica zona del barrio de Gra...","1.300 €
ha bajado 100 €",1300,80,2,Si,No,Horta Guinardo,Indefinido,Si,2
2221,id10125004018478,https://www.habitaclia.com/alquiler-piso-en_c_camelias_praga_baix_guinardo-barcelona-i10125004018478.htm?pag=8&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,10125-1,Alquiler Piso en Baix Guinardó. Piso en c camelias / praga,Barcelona - Baix Guinardó,"61m2 - 3 habitaciones - 1 baño - 14,75€/m2",Piso situado en el Guinardó en la calle Camelies con Praga El inmueble consta de 61 m2 distribuidos en salón comedo...,900 €,900,61,3,No,No,Horta Guinardo,Indefinido,No,1
2222,id44246000000239,https://www.habitaclia.com/alquiler-apartamento-fantastico_en_el_guinardo_guinardo-barcelona-i44246000000239.htm?pag=8&f=&geo=d&coddists=700&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,44246-1,Alquiler Apartamento Carrer de la torre dels pardals. Fantástico apartamento en el guinardo,Barcelona - Guinardó,"60m2 - 1 habitacion - 1 baño - 16,50€/m2","Estupenda vivienda tipo apartamento en Torre del Pardals, junto Ronda Guinardó. Se trata de un piso de 50 m2, con un amp...",990 €,990,60,1,No,No,Horta Guinardo,Indefinido,No,1
2223,id30466000037628,https://www.habitaclia.com/alquiler-apartamento-apartmaento_2_dormitorios_con_increibles_vistas_ciudad_carmel-barcelona-i30466000037628.htm?pag=8&f=&geo=d&coddists=700&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,30466-1,Alquiler Apartamento Carrer de moratín. Apartmaento 2 dormitorios con increibles vistas ciudad,Barcelona - Carmel,"55m2 - 2 habitaciones - 1 baño - 34,20€/m2",UBK-Disponible 1-11 meses) - Sin posibilidad a visitar! Comprueba la dis...,"1.881 €
ha bajado 20 €",1881,55,2,No,No,Horta Guinardo,Temporal,Si,1
2224,id27344003744020,https://www.habitaclia.com/alquiler-piso-loft_sin_amueblar_en_en_horta_la_font_d_en_fargues-barcelona-i27344003744020.htm?pag=8&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,27344-1,Alquiler Piso Dalmau de creixell. Loft sin amueblar en alquiler en horta,Barcelona - La Font d´en Fargues,"185m2 - 1 habitacion - 1 baño - 6,49€/m2",¡DISPONIBLE DESDE EL 16 DE ENERO! Loft en alquiler para poder vivir y trabajar en el mismo espacio. Dispone de dos zo...,1.200 €,1200,185,1,No,No,Horta Guinardo,Indefinido,No,1
2225,id41253000000135,https://www.habitaclia.com/alquiler-piso-sant_genis_dels_agudells-barcelona-i41253000000135.htm?pag=8&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,41253-1,Alquiler Piso Avinguda d'elies pagès,Barcelona - Sant Genís dels Agudells,"70m2 - 3 habitaciones - 2 baños - 24,14€/m2","Decoración moderna en zona muy tranquila, familiar y segura, en edificio de solo 3 plantas, bien comunicado con Metro L3...",1.690 €,1690,70,3,Si,No,Horta Guinardo,Indefinido,No,2
2226,id3974003525004,https://www.habitaclia.com/alquiler-piso-bonito_de_73m2_situado_a_escasos_metros_del_hospital_de_la_sant_genis_dels_agudells-barcelona-i3974003525004.htm?pag=8&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,3974-1,Alquiler Piso Carrer de naïm. Bonito piso de 73m2 situado a escasos metros del hospital de la,Barcelona - Sant Genís dels Agudells,"73m2 - 3 habitaciones - 1 baño - 13,01€/m2",Bonito piso de 73m2 situado a escasos metros del Hospital de la Vall d Hebrón. Distribuido en 2 habitaciones dobles muy...,950 €,950,73,3,No,No,Horta Guinardo,Indefinido,No,1
2227,id29203000000392,https://www.habitaclia.com/alquiler-piso-baix_guinardo-barcelona-i29203000000392.htm?pag=8&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,29203-1,Alquiler Piso Del guinardó,Barcelona - Baix Guinardó,"120m2 - 4 habitaciones - 2 baños - 14,17€/m2","Hannan-Piper presenta en Exclusiva magnífico apartamento, amplio y soleado, en alquiler. Ideal familias. SE ALQUILA SIN...","1.700 €
ha bajado 50 €",1700,120,4,No,No,Horta Guinardo,Indefinido,Si,2
2228,id37373000000260,https://www.habitaclia.com/alquiler-piso-reformado_y_sin_amueblar_junto_al_hospital_de_sant_pau_calle_de_varsovia_156_guinardo-barcelona-i37373000000260.htm?pag=8&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,37373-1,"Alquiler Piso en Carrer de varsòvia 156. Reformado y sin amueblar, junto al hospital de sant pau",Barcelona - Guinardó,"91m2 - 4 habitaciones - 2 baños - 14,29€/m2","REFORMADO Y SIN AMUEBLAR, JUNTO AL HOSPITAL DE SANT PAU. Hall, salón comedor con salida a balcón y gran ventanal a calle...",1.300 €,1300,91,4,No,No,Horta Guinardo,Indefinido,No,2
2229,id30209000000075,https://www.habitaclia.com/alquiler-piso-en_en_con_54_m2_y_2_habitaciones_y_1_ba_guinardo-barcelona-i30209000000075.htm?pag=8&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,30209-1,"Alquiler Piso en Guinardó. Piso en alquiler en barcelona, con 54 m2 y 2 habitaciones y 1 ba",Barcelona - Guinardó,"54m2 - 2 habitaciones - 1 baño - 15,28€/m2",AVDA. MARE DE DÉU DE MONTSERRAT. Vivienda en alquiler de 50 metros cuadrados ubicada en la zona del Guinardó. Dispone de...,"825 €
ha bajado 25 €",825,54,2,No,No,Horta Guinardo,Indefinido,Si,1
2230,id5195004389864,https://www.habitaclia.com/alquiler-piso-con_parquing_horta-barcelona-i5195004389864.htm?pag=8&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,5195-1,Alquiler Piso en Horta. Con parquing,Barcelona - Horta,"75m2 - 2 habitaciones - 1 baño - 12,67€/m2","Esta bonita vivienda cuenta con una distribución bien aprovechada, con un salón-comedor amplio y luminoso, habitaciones...",950 €,950,75,2,No,No,Horta Guinardo,Indefinido,No,1
2231,id5020003999501,https://www.habitaclia.com/alquiler-piso-tres_dormitorios_en_la_taxonera_carmel-barcelona-i5020003999501.htm?pag=8&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,5020-2,Alquiler Piso en Carmel. Tres dormitorios en la taxonera,Barcelona - Carmel,"53m2 - 3 habitaciones - 16,98€/m2",Se encuentra en el popular barrio del Carmel. Una zona familiar y tranquila donde tendrás todo lo necesario sin salir de...,900 €,900,53,3,No,No,Horta Guinardo,Indefinido,No,1
2232,id3459004441830,https://www.habitaclia.com/alquiler-piso-inmueble_sin_cedula_de_habitabilidad_can_baro-barcelona-i3459004441830.htm?pag=8&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,3459-1,Alquiler Piso Plaça de can baró. Inmueble sin cedula de habitabilidad,Barcelona - Can Baró,"56m2 - 1 habitacion - 1 baño - 15,13€/m2","AVINGUDA CAN BARÓ: Inmueble sin cedula de habitabilidad de 56m² aprox; distribuido en 1 dormitorio en suite, salón-comed...",847 €,847,56,1,No,No,Horta Guinardo,Indefinido,No,1
2233,id12350000000066,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_carmel-barcelona-i12350000000066.htm?pag=9&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,12350-1,Alquiler Piso Carrer de lluís maria vidal. Piso con 3 habitaciones,Barcelona - Carmel,"53m2 - 3 habitaciones - 1 baño - 17,92€/m2","RB. TAUMA, les ofrece esta vivienda en alquiler en el barrio del Carmelo. A 5 minutos parada del metro linea 5 (Carme...",950 €,950,53,3,No,No,Horta Guinardo,Indefinido,No,1
2234,id32910000000395,https://www.habitaclia.com/alquiler-piso-con_terraza_la_teixonera-barcelona-i32910000000395.htm?pag=9&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,32910-1,Alquiler Piso en La Teixonera. Piso con terraza,Barcelona - La Teixonera,"135m2 - 4 habitaciones - 1 baño - 19,26€/m2",Fantástico piso en alquiler con terraza propia amplia para su uso y disfrute. Posibilidad de alquiler de corta temporada...,2.600 €,2600,135,4,No,No,Horta Guinardo,Temporal,No,1
2235,id36889000000149,https://www.habitaclia.com/alquiler-piso-en_en_la_teixonera_la_teixonera-barcelona-i36889000000149.htm?pag=9&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,36889-1,Alquiler Piso Fastenrath. Piso en alquiler en la teixonera,Barcelona - La Teixonera,"30m2 - 1 baño - 25,00€/m2","De superficie 35m2 en planta baja, totalmente abierto tipo LOFT. El inmueble se entregara totalmente amueblado y con el...",750 €,750,30,0,Si,No,Horta Guinardo,Indefinido,No,1
2236,id34242000000036,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_con_calefaccion_guinardo-barcelona-i34242000000036.htm?pag=9&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,34242-1,Alquiler Piso Carrer d'amílcar. Piso con 2 habitaciones con calefacción,Barcelona - Guinardó,"52m2 - 2 habitaciones - 1 baño - 18,27€/m2","Acogedor piso con luz exterior y patio interior en la zona del Guinardó. Consta de 2 espaciosas habitaciones, salón come...","950 €
ha bajado 25 €",950,52,2,No,No,Horta Guinardo,Indefinido,Si,1
2237,id42203000000034,https://www.habitaclia.com/alquiler-casa-muy_singular_con_las_mejores_vistas_a_sant_genis_dels_agudells-barcelona-i42203000000034.htm?pag=9&f=&geo=d&coddists=700&from=list&lo=55,HOUSE,RENT,PROFESSIONAL,SECOND_HAND,42203-1,Alquiler Casa en Sant Genís dels Agudells. Casa muy singular con las mejores vistas a barcelona,Barcelona - Sant Genís dels Agudells,"165m2 - 3 habitaciones - 2 baños - 48,48€/m2","Casa de diseño, recién reformada con las máximas calidades, con jardín y vistas impresionantes de Barcelona. Ubicada...",8.000 €,8000,165,3,Si,Si,Horta Guinardo,Indefinido,No,2
2238,id32910000000388,https://www.habitaclia.com/alquiler-triplex-con_3_habitaciones_con_calefaccion_y_aire_acondicionado_la_teixonera-barcelona-i32910000000388.htm?pag=9&f=&geo=d&coddists=700&from=list&lo=55,TRIPLEX,RENT,PROFESSIONAL,SECOND_HAND,32910-1,Alquiler Tríplex en La Teixonera. Tríplex con 3 habitaciones con calefacción y aire acondicionado,Barcelona - La Teixonera,"192m2 - 3 habitaciones - 2 baños - 15,63€/m2",Fantástico triplex en alquiler (para corta o larga estancia) Disponible a partir del finales de julio.~ La vivienda cons...,3.000 €,3000,192,3,No,No,Horta Guinardo,Indefinido,No,2
2239,id2630003852322,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_y_ascensor_carmel-barcelona-i2630003852322.htm?pag=9&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,2630-4,Alquiler Piso en Carmel. Piso con 3 habitaciones y ascensor,Barcelona - Carmel,"111m2 - 3 habitaciones - 3 baños - 12,61€/m2","PROMOCIÓN DE ABRIL: 1 MES GRATIS si reservas antes del 30 de Abril. Piso de tres dormitorios , dos baños y 1 aseo. Se...",1.400 €,1400,111,3,No,No,Horta Guinardo,Indefinido,No,3
2240,id1020004484977,https://www.habitaclia.com/alquiler-piso-90m2_4_hab_2_bn_terrza_guinardo-barcelona-i1020004484977.htm?pag=9&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,1020-1,"Alquiler Piso Manigua. Piso 90m2 , 4 hab 2 bñ. terrza",Barcelona - Guinardó,"101m2 - 4 habitaciones - 2 baños - 11,88€/m2","Bonito piso 90m2 habitables, dispone de 4 habitaciones, comedor-salon, cocina, galería, 2 baños con ducha, terraza, cale...",1.200 €,1200,101,4,No,No,Horta Guinardo,Indefinido,No,2
2241,id30466000037857,https://www.habitaclia.com/alquiler-apartamento-comodo_piso_2_dorm_eixample_totalmente_equipado_baix_guinardo-barcelona-i30466000037857.htm?pag=9&f=&geo=d&coddists=700&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,30466-1,Alquiler Apartamento Travesera de gracia. Comodo piso 2 dorm eixample totalmente equipado,Barcelona - Baix Guinardó,"60m2 - 2 habitaciones - 1 baño - 42,47€/m2",UBK-Disponible 1-11 meses) - Sin posibilidad a visitar! Comprueba la dis...,"2.548 €
ha bajado 28 €",2548,60,2,No,No,Horta Guinardo,Temporal,Si,1
2242,id29257000000011,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_carmel-barcelona-i29257000000011.htm?pag=9&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,29257-1,Alquiler Piso Carrer de dante alighieri. Piso con 3 habitaciones,Barcelona - Carmel,"65m2 - 3 habitaciones - 1 baño - 14,62€/m2","PISO EN ALQUILER C/ DANTE ALIGHIERI - ALQUILER - 950,00 EUROS - FIANZA - 2 MESES + SEGURO ALQUILER - RECIEN...",950 €,950,65,3,No,No,Horta Guinardo,Indefinido,No,1
2244,id500004475901,https://www.habitaclia.com/alquiler-piso-horta_carrer_de_lisboa_calle_de_lisboa_1_horta-barcelona-i500004475901.htm?pag=10&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PRIVATE,SECOND_HAND,500-571908,"Alquiler Piso en Carrer de lisboa, 1. Horta / carrer de lisboa",Barcelona - Horta,"100m2 - 4 habitaciones - 2 baños - 16,50€/m2","Magnifico piso totalmente exterior y con vistas despejadas. Consta de cuatro habitaciones, dos dobles, una mediana y otr...",1.650 €,1650,100,4,No,Si,Horta Guinardo,Indefinido,No,2
2245,id500004456964,https://www.habitaclia.com/alquiler-piso-muy_limunoso_bonita_reforma_calle_torre_velez_23_guinardo-barcelona-i500004456964.htm?pag=10&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PRIVATE,SECOND_HAND,500-548182,"Alquiler Piso en Carrer torre velez, 23. Muy limunoso. bonita reforma!",Barcelona - Guinardó,"80m2 - 3 habitaciones - 1 baño - 14,38€/m2","Precioso piso de alquiler Vivienda de 69m2, exterior a la calle, luminoso y con excelente distribución. Acogedor recib...",1.150 €,1150,80,3,No,No,Horta Guinardo,Indefinido,No,1
2246,id38202000000604,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_guinardo-barcelona-i38202000000604.htm?pag=10&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,38202-1,Alquiler Piso en Guinardó. Piso con 2 habitaciones,Barcelona - Guinardó,"80m2 - 2 habitaciones - 2 baños - 16,25€/m2","Piso en Barcelona, Guinardó, Horta Guinardó Barcelona de 80 m 2 con 2 habitaciones por 1.300 €...","1.300 €
ha bajado 50 €",1300,80,2,No,No,Horta Guinardo,Indefinido,Si,2
2247,id44452000000006,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_con_ascensor_calefaccion_y_aire_acondic_baix_guinardo-barcelona-i44452000000006.htm?pag=10&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,44452-1,"Alquiler Piso Carrer de les camèlies. Piso con 3 habitaciones con ascensor, calefacción y aire acondic",Barcelona - Baix Guinardó,"62m2 - 3 habitaciones - 1 baño - 16,13€/m2","Piso en Barcelona, Baix Guinardó, Horta Guinardó Barcelona de 62 m 2 con 3 habitaciones por 1.000 €...","1.000 €
ha bajado 100 €",1000,62,3,No,No,Horta Guinardo,Indefinido,Si,1
2248,id500004185135,https://www.habitaclia.com/alquiler-casa-de_70m_construida_en_solar_de_200m_calle_alcalde_de_zalamea_l_carmel-barcelona-i500004185135.htm?pag=10&f=&geo=d&coddists=700&from=list&lo=55,HOUSE,RENT,PRIVATE,SECOND_HAND,500-213985,Alquiler Casa en Carrer alcalde de zalamea (l. Casa de 70m construida en solar de 200m,Barcelona - Carmel,"200m2 - 2 habitaciones - 1 baño - 9,00€/m2",Total de 40x5m de ancho. Tiene parking Posibilidad de construir 3plantas de alto...,1.800 €,1800,200,2,No,Si,Horta Guinardo,Indefinido,No,1
2250,id500004460010,https://www.habitaclia.com/alquiler-piso-montbau_montbau-barcelona-i500004460010.htm?pag=10&f=&geo=d&coddists=700&from=list&lo=55,FLAT,RENT,PRIVATE,SECOND_HAND,500-552163,Alquiler Piso en Montbau. Montbau,Barcelona - Montbau,"65m2 - 3 habitaciones - 1 baño - 16,15€/m2","Piso alto, totalmente exterior, grandes vistas a la ciudad y al Parque de Collserola, luz natural, muy luminoso. Barrio...",1.050 €,1050,65,3,Si,No,Horta Guinardo,Indefinido,No,1
2251,id27758000001836,https://www.habitaclia.com/alquiler-piso-de_temporal_de_2_habitaciones_a_pasos_de_la_zona_u_sant_ramon_maternitat-barcelona-i27758000001836.htm?f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,27758-1,Alquiler Piso Carrer d'emèrita augusta. Piso de alquiler temporal de 2 habitaciones a pasos de la zona u,Barcelona - Sant Ramon - Maternitat,"75m2 - 2 habitaciones - 2 baños - 22,60€/m2",Apartamento de alquiler temporal (desde 32 días a 11 meses) Disponible a partir del 3 de Julio. 2023 Este piso de 75...,1.695 €,1695,75,2,Si,No,Les Corts,Temporal,No,2
2252,id3677003296360,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_con_ascensor_y_aire_acondicionado_sant_ramon_maternitat-barcelona-i3677003296360.htm?f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,3677-1,Alquiler Piso Travessera de les corts. Piso con 3 habitaciones con ascensor y aire acondicionado,Barcelona - Sant Ramon - Maternitat,"87m2 - 3 habitaciones - 1 baño - 12,64€/m2","EXCLUSIVO ESTUDIANTES. Piso de 87m2 aprox. con balcón, 3 habitaciones, 2 dobles y 1 individual. Salón-comedor de 16m2, c...","1.100 €
ha bajado 100 €",1100,87,3,No,No,Les Corts,Indefinido,Si,1
2253,id3050004446442,https://www.habitaclia.com/alquiler-piso-soleado_de_4habitaciones_en_pedralbes_zona_universitaria_pedralbes-barcelona-i3050004446442.htm?f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,3050-1,"Alquiler Piso Gonzalez tablas. Soleado piso de 4habitaciones en pedralbes, zona universitaria",Barcelona - Pedralbes,"140m2 - 4 habitaciones - 3 baños - 16,07€/m2","SOLEADO PISO DE 4 HABITACIONES EN PEDRALBES En alquiler piso de 140m2 ubicado en la zona tranquila de Pedralbes, junt...",2.250 €,2250,140,4,No,Si,Les Corts,Indefinido,No,3
2254,id10294000000710,https://www.habitaclia.com/alquiler-piso-jto_camp_nou_sant_ramon_maternitat-barcelona-i10294000000710.htm?f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,10294-1,Alquiler Piso Carrer d'arizala. Jto camp nou,Barcelona - Sant Ramon - Maternitat,"60m2 - 1 habitacion - 1 baño - 21,67€/m2","Piso totalmente reformado, exterior a la calle. Consta de un salón-comedor con salida a un amplio balcón, muy luminoso ,...","Oportunidad
1.300 €",1300,60,1,No,No,Les Corts,Indefinido,No,1
2255,id25085000001281,https://www.habitaclia.com/alquiler-piso-de_4_habitaciones_amueblado_cerca_de_la_avenida_madrid_sant_ramon_maternitat-barcelona-i25085000001281.htm?f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,25085-1,Alquiler Piso en Sant Ramon - Maternitat. Piso de 4 habitaciones amueblado cerca de la avenida madrid,Barcelona - Sant Ramon - Maternitat,"85m2 - 4 habitaciones - 2 baños - 15,29€/m2","Piso de 80m2 exterior a la calle muy soleado, 4º planta con ascensor. Consta de 4 habitaciones (1 doble - 3 individuales...",1.300 €,1300,85,4,No,No,Les Corts,Indefinido,No,2
2256,id17052000000145,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_con_ascensor_y_aire_acondicionado_barri_de_les_corts-barcelona-i17052000000145.htm?f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,17052-1,Alquiler Piso Avinguda de josep tarradellas. Piso con 2 habitaciones con ascensor y aire acondicionado,Barcelona - Barri de les Corts,"100m2 - 2 habitaciones - 2 baños - 17,00€/m2","Piso con terraza interior a amplio patio de manzana, luminoso y tranquilo, dispone de dos habitaciones dobles estilo sui...",1.700 €,1700,100,2,No,No,Les Corts,Indefinido,No,2
2257,id4497004379113,https://www.habitaclia.com/alquiler-piso-con_4_habitaciones_con_ascensor_y_calefaccion_barri_de_les_corts-barcelona-i4497004379113.htm?f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,4497-1,Alquiler Piso en Barri de les Corts. Piso con 4 habitaciones con ascensor y calefacción,Barcelona - Barri de les Corts,"110m2 - 4 habitaciones - 2 baños - 14,41€/m2",Les Corts junto Numancia. Bonito piso de 110m2 con mucha luz natural con magnificas vistas a Jardins Plaça de les Corts...,"1.585 €
ha bajado 14.265 €",1585,110,4,No,No,Les Corts,Indefinido,Si,2
2258,id10294000000724,https://www.habitaclia.com/alquiler-atico-con_3_habitaciones_con_ascensor_calefaccion_aire_acondic_barri_de_les_corts-barcelona-i10294000000724.htm?f=&geo=d&coddists=400&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,10294-1,"Alquiler Ático Carrer de déu i mata. Ático con 3 habitaciones con ascensor, calefacción, aire acondic",Barcelona - Barri de les Corts,"61m2 - 3 habitaciones - 2 baños - 25,08€/m2","Ático con terraza de 24m2 muy luminoso, situado en una de las mejoras zonas de Barcelona, calle Deu i Mata junto plaza d...",1.530 €,1530,61,3,No,No,Les Corts,Indefinido,No,2
2259,id10419004384022,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_con_ascensor_barri_de_les_corts-barcelona-i10419004384022.htm?f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,10419-1,Alquiler Piso en Barri de les Corts. Piso con 3 habitaciones con ascensor,Barcelona - Barri de les Corts,"70m2 - 3 habitaciones - 1 baño - 19,29€/m2",IVOR HOME || Ref. 2032 Luminoso y cómodo piso semi-amueblado de 70m2 distribuidos en 3 dormitorios: 2 dobles y 1 indi...,"Oportunidad
1.350 €",1350,70,3,No,No,Les Corts,Indefinido,No,1
2260,id3452003884162,https://www.habitaclia.com/alquiler-piso-nuevo_a_estrenar_recien_reformado_sant_ramon_maternitat-barcelona-i3452003884162.htm?f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,3452-1,"Alquiler Piso Travessera de les corts. Nuevo a estrenar, recién reformado",Barcelona - Sant Ramon - Maternitat,"65m2 - 3 habitaciones - 2 baños - 19,23€/m2",Magnífico piso en Les Corts. Segundo real con ascensor. Distribución cuadrada sin pasillos. Se compone de Salón come...,1.250 €,1250,65,3,No,No,Les Corts,Indefinido,No,2
2261,id4517004227662,https://www.habitaclia.com/alquiler-piso-vivienda_amueblada_dispone_de_tres_habitaciones_dobles_3_plaz_pedralbes-barcelona-i4517004227662.htm?f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,4517-1,"Alquiler Piso Carrer dels cavallers. Vivienda amueblada , dispone de tres habitaciones dobles, 3 plaz",Barcelona - Pedralbes,"220m2 - 3 habitaciones - 3 baños - 17,27€/m2","fantástico piso amueblado y equipado para entrar a vivir, dispone de amplio salón-comedor de 40 m2 con suelo de mármol c...",3.800 €,3800,220,3,Si,No,Les Corts,Indefinido,No,3
2262,id2876003765818,https://www.habitaclia.com/alquiler-piso-con_piscina_comunitaria_y_con_plaza_de_parking_sant_ramon_maternitat-barcelona-i2876003765818.htm?f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,2876-1,Alquiler Piso Carrer del pisuerga. Piso con piscina comunitaria y con plaza de parking,Barcelona - Sant Ramon - Maternitat,"114m2 - 4 habitaciones - 2 baños - 15,35€/m2","Magnífico piso alto y todo exterior de 114 m² con piscina comunitaria y plaza de parking incluida, muy soleado y con muc...",1.750 €,1750,114,4,Si,Si,Les Corts,Indefinido,No,2
2263,id27799000000220,https://www.habitaclia.com/alquiler-apartamento-piso_soleado_semi_amueblado_barri_de_les_corts-barcelona-i27799000000220.htm?f=&geo=d&coddists=400&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,27799-1,Alquiler Apartamento De bordeus. Piso soleado semi amueblado,Barcelona - Barri de les Corts,"81m2 - 3 habitaciones - 1 baño - 17,28€/m2","ETRIM AICAT Vivienda semi amueblada en muy buen estado de conservación (1986), pensada para parejas o famil...",1.400 €,1400,81,3,Si,No,Les Corts,Indefinido,No,1
2264,id42978000000028,https://www.habitaclia.com/alquiler-piso-con_4_habitaciones_con_ascensor_calefaccion_y_aire_acondic_calle_de_bordeus_22_barri_de_les_corts-barcelona-i42978000000028.htm?f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,42978-1,"Alquiler Piso en Carrer de bordeus 22. Piso con 4 habitaciones con ascensor, calefacción y aire acondic",Barcelona - Barri de les Corts,"125m2 - 4 habitaciones - 3 baños - 12,00€/m2",Piso muy luminoso en Les Corts. Se busca un núcleo familiar y no estaría disponible para estudiantes ni para comparti...,1.500 €,1500,125,4,No,No,Les Corts,Indefinido,No,3
2265,id33842000000119,https://www.habitaclia.com/alquiler-piso-amueblado_con_ascensor_calle_del_regent_mendieta_24_sant_ramon_maternitat-barcelona-i33842000000119.htm?pag=1&f=&geo=d&coddists=400&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,33842-1,Alquiler Piso en Carrer del regent mendieta 24. Piso amueblado con ascensor,Barcelona - Sant Ramon - Maternitat,"27m2 - 1 baño - 32,41€/m2",** ALQUILER TEMPORADA MINIMA ESTANCIA 2 MESES MÁXIMA ESTANCIA 11 MESES** DISPONIBLE 1 julio 2023. Piso totalmente equi...,"Oportunidad
875 €",875,27,0,Si,No,Les Corts,Temporal,No,1
